id_pedido,id_cliente,data_pedido,forma_pagamento,status_pedido,id_localizacao,desconto,frete
179,1420,2020-01-27,Pix,Entregue,241,15,41.52
180,2324,2023-09-07,Pix,Pago,117,30,38.09
181,1329,2023-04-21,Pix,Entregue,33,0,38.04
182,2208,2023-01-11,Pix,Enviado,259,20,19.58
183,617,2025-05-24,Pix,Entregue,176,0,22.21
184,2801,2021-02-04,Cartão de Crédito,Entregue,231,0,25.82
185,3470,2023-01-27,Cartão de Débito,Entregue,171,20,17.32
186,3488,2021-05-08,Pix,Entregue,178,0,32.41
187,868,2020-09-14,Pix,Entregue,101,0,18.02
188,405,2025-10-20,Cartão de Crédito,Entregue,34,10,25.25
189,2633,2026-01-19,Cartão de Crédito,Cancelado,116,10,36.55
190,1625,2022-05-05,Cartão de Crédito,Cancelado,98,20,21.11
191,3828,2026-02-01,Pix,Pago,160,15,31.55
192,2627,2024-11-25,Cartão de Crédito,Entregue,54,30,17.85
193,2613,2024-03-08,Pix,Entregue,256,0,40.17
194,2890,2024-07-19,Pix,Entregue,259,20,14.98
195,2013,2023-01-25,Pix,Entregue,255,0,30.4
196,3358,2024-06-20,Cartão de Débito,Pago,260,0,43.63
197,3910,2023-03-13,Pix,Entregue,81,0,29.27
198,1456,2021-07-04,Pix,Pendente,259,5,22.15
199,175,2025-12-06,Pix,Entregue,254,20,12.1
200,3572,2021-06-15,Cartão de Crédito,Pendente,41,0,8.54
201,2224,2024-10-01,Cartão de Crédito,Pago,258,0,15.61
202,764,2024-11-17,Cartão de Crédito,Entregue,110,10,41.3
203,3801,2025-04-08,Pix,Cancelado,153,0,23.61
204,369,2023-02-10,Cartão de Crédito,Pago,98,0,26.93
205,4626,2022-02-12,Pix,Entregue,257,30,16.11
206,4065,2021-11-20,Cartão de Débito,Enviado,183,30,38.48
207,2404,2026-01-04,Cartão de Débito,Entregue,41,30,29.01
208,4225,2024-11-12,Cartão de Crédito,Cancelado,132,0,30.04
209,2564,2025-05-27,Pix,Enviado,132,5,19.89
210,1806,2025-05-07,Cartão de Crédito,Entregue,222,20,35.27
211,4281,2022-12-08,Cartão de Crédito,Entregue,104,30,35.84
212,3177,2022-08-15,Boleto,Enviado,50,15,32.39
213,902,2020-02-15,Pix,Entregue,122,30,22.25
214,3510,2020-05-16,Cartão de Crédito,Entregue,101,20,29.91
215,3605,2022-05-14,Cartão de Crédito,Pago,253,0,28.28
216,3895,2023-02-25,Cartão de Débito,Entregue,126,30,23.94
217,383,2024-05-05,Cartão de Crédito,Entregue,171,0,33.77
218,2580,2023-08-14,Cartão de Crédito,Entregue,39,0,38.65
219,637,2026-02-10,Cartão de Crédito,Entregue,37,5,14.91
220,1335,2020-03-01,Cartão de Crédito,Entregue,180,30,39.05
221,4603,2021-09-22,Cartão de Débito,Entregue,42,5,25.16
222,1406,2024-07-17,Pix,Entregue,231,30,33.42
223,2478,2020-03-19,Cartão de Crédito,Cancelado,253,25,8.99
224,2786,2026-01-15,Pix,Entregue,171,0,43.47
225,2010,2020-08-10,Cartão de Crédito,Pago,58,0,25.24
226,3088,2023-01-15,Pix,Entregue,157,0,11.81
227,4187,2021-01-16,Cartão de Crédito,Entregue,101,25,10.01
228,393,2022-04-13,Pix,Entregue,256,0,24.81
229,3397,2026-03-03,Pix,Entregue,259,30,20.07
230,728,2020-11-04,Boleto,Entregue,41,20,39.77
231,1085,2020-03-04,Cartão de Débito,Entregue,225,0,24.88
232,2168,2023-02-23,Cartão de Crédito,Entregue,102,0,31.75
233,666,2022-01-01,Cartão de Débito,Pendente,257,0,19.04
234,1280,2022-07-01,Pix,Pendente,171,25,22.99
235,2406,2022-09-19,Cartão de Débito,Entregue,41,0,21.02
236,649,2025-12-22,Cartão de Débito,Entregue,78,0,43.92
237,2038,2025-10-21,Cartão de Crédito,Entregue,50,5,43.55
238,3798,2025-12-06,Pix,Entregue,46,25,43.81
239,3170,2022-01-25,Cartão de Crédito,Entregue,253,20,22.73
240,3276,2026-03-27,Cartão de Crédito,Entregue,227,20,8.46
241,401,2025-11-13,Cartão de Débito,Enviado,18,0,20.11
242,1033,2024-07-06,Pix,Entregue,251,25,42.41
243,2499,2022-07-18,Cartão de Crédito,Entregue,39,5,19.12
244,4453,2025-04-09,Cartão de Crédito,Entregue,256,20,18.99
245,1497,2022-08-14,Cartão de Crédito,Entregue,101,20,23.84
246,3032,2024-07-05,Pix,Entregue,229,5,31.23
247,4311,2024-10-29,Pix,Enviado,240,10,39.43
248,2518,2025-07-03,Pix,Cancelado,187,5,25.84
249,4063,2022-03-15,Boleto,Entregue,81,5,23.5
250,4225,2025-06-06,Pix,Enviado,184,10,39.52
251,4989,2020-01-01,Pix,Enviado,124,30,23.39
252,539,2020-01-22,Pix,Enviado,54,0,37.1
253,1364,2026-01-13,Pix,Entregue,231,10,9.37
254,782,2023-08-07,Pix,Enviado,144,20,32.76
255,385,2025-07-07,Pix,Entregue,71,0,34.52
256,2264,2020-03-16,Boleto,Entregue,21,0,14.59
257,327,2022-09-04,Cartão de Crédito,Entregue,229,10,31.25
258,2636,2021-10-06,Boleto,Entregue,83,20,34.24
259,2807,2024-09-06,Pix,Cancelado,251,10,17.75
260,3539,2025-06-19,Cartão de Crédito,Entregue,257,0,30.07
261,760,2026-01-24,Cartão de Crédito,Cancelado,68,5,10.92
262,3102,2021-02-14,Cartão de Crédito,Entregue,255,15,14.03
263,913,2024-07-09,Cartão de Débito,Entregue,260,0,13.43
264,3900,2025-05-09,Pix,Entregue,243,0,39.95
265,521,2023-03-30,Cartão de Crédito,Entregue,41,5,29.33
266,3338,2022-01-06,Cartão de Crédito,Pendente,187,15,16.59
267,4380,2023-05-18,Cartão de Débito,Pendente,253,0,16.0
268,425,2024-05-30,Pix,Pago,183,15,9.63
269,4815,2021-05-09,Pix,Entregue,251,0,10.17
270,1639,2025-02-27,Cartão de Crédito,Entregue,125,0,29.26
271,4039,2023-04-24,Pix,Entregue,152,0,9.62
272,2699,2022-07-11,Pix,Entregue,221,30,30.02
273,2322,2023-03-05,Cartão de Crédito,Pago,123,15,13.53
274,1923,2024-07-30,Pix,Entregue,254,0,24.56
275,3327,2020-03-06,Boleto,Entregue,253,15,9.01
276,556,2024-12-12,Boleto,Entregue,187,0,19.69
277,3060,2021-06-12,Pix,Entregue,252,10,24.37
278,2994,2022-05-25,Cartão de Crédito,Cancelado,258,25,29.59
279,655,2025-11-19,Cartão de Crédito,Enviado,85,10,39.36
280,3182,2021-05-19,Pix,Entregue,221,10,31.21
281,3840,2020-07-20,Boleto,Entregue,130,25,37.65
282,49,2021-02-14,Cartão de Crédito,Entregue,231,5,16.03
283,3317,2023-03-30,Cartão de Crédito,Entregue,181,5,36.23
284,1940,2021-10-15,Pix,Entregue,185,0,16.82
285,2,2020-09-24,Cartão de Débito,Entregue,41,10,18.85
286,579,2025-11-21,Cartão de Débito,Entregue,256,15,39.89
287,1040,2024-05-12,Pix,Entregue,260,0,15.46
288,3544,2021-09-08,Cartão de Crédito,Entregue,194,0,23.32
289,3629,2020-01-15,Pix,Enviado,183,15,30.73
290,2357,2020-12-13,Cartão de Crédito,Entregue,131,0,12.89
291,3006,2025-09-04,Pix,Entregue,254,0,39.15
292,3317,2022-02-20,Pix,Pago,76,20,40.67
293,3979,2022-05-05,Boleto,Entregue,260,25,35.7
294,2581,2023-07-08,Cartão de Crédito,Entregue,252,0,38.47
295,2108,2024-04-09,Cartão de Crédito,Entregue,251,30,37.81
296,2362,2023-10-22,Cartão de Crédito,Entregue,181,25,24.17
297,4351,2023-05-30,Cartão de Débito,Pendente,12,0,20.62
298,1055,2022-04-19,Cartão de Crédito,Entregue,176,30,43.98
299,3150,2020-11-11,Cartão de Crédito,Entregue,1,15,22.83
300,3636,2023-01-08,Pix,Entregue,238,5,43.93
301,487,2021-07-30,Pix,Entregue,43,15,21.18
302,3329,2023-02-11,Cartão de Crédito,Entregue,106,15,35.81
303,1411,2022-11-09,Pix,Entregue,172,25,20.49
304,3398,2024-04-16,Pix,Pendente,102,10,17.62
305,3331,2025-12-28,Cartão de Débito,Pago,211,25,40.09
306,2444,2023-01-01,Cartão de Crédito,Entregue,251,0,37.5
307,4381,2022-07-03,Cartão de Débito,Enviado,256,5,17.96
308,4718,2025-06-17,Boleto,Entregue,252,0,15.76
309,2448,2023-07-25,Pix,Enviado,194,25,19.07
310,1825,2022-10-25,Cartão de Crédito,Entregue,159,30,9.67
311,363,2022-08-13,Cartão de Crédito,Cancelado,263,0,20.29
312,2558,2021-09-21,Cartão de Crédito,Entregue,251,25,18.57
313,547,2025-10-04,Boleto,Entregue,147,0,15.45
314,4260,2024-06-11,Pix,Entregue,58,0,17.05
315,3087,2023-02-20,Cartão de Crédito,Pendente,254,5,11.65
316,4102,2021-09-04,Cartão de Crédito,Entregue,101,15,28.84
317,1252,2022-08-22,Pix,Entregue,257,25,31.11
318,2235,2026-01-29,Cartão de Crédito,Entregue,84,25,44.42
319,2572,2023-07-09,Boleto,Pago,185,30,28.01
320,2890,2020-09-22,Cartão de Crédito,Entregue,106,30,44.54
321,4302,2020-04-03,Cartão de Crédito,Entregue,40,0,16.8
322,4937,2020-04-24,Pix,Pago,83,30,11.69
323,4002,2020-01-29,Cartão de Débito,Cancelado,193,0,40.3
324,1203,2026-03-22,Cartão de Débito,Entregue,255,30,32.52
325,363,2024-09-19,Cartão de Crédito,Pago,174,5,44.87
326,109,2025-06-17,Cartão de Débito,Pago,177,5,11.71
327,2608,2024-12-07,Pix,Entregue,151,25,30.86
328,2550,2024-02-14,Pix,Entregue,5,0,19.42
329,1859,2023-08-14,Cartão de Crédito,Entregue,31,15,31.23
330,4775,2024-11-28,Cartão de Crédito,Entregue,94,0,16.59
331,3468,2024-10-16,Pix,Entregue,248,0,30.69
332,2909,2025-08-02,Pix,Pendente,107,0,32.51
333,1708,2020-06-03,Pix,Entregue,258,10,31.77
334,4777,2024-11-07,Cartão de Crédito,Entregue,111,10,37.4
335,675,2025-06-17,Boleto,Entregue,190,0,24.35
336,631,2025-10-04,Cartão de Crédito,Entregue,153,10,40.98
337,3929,2024-05-02,Cartão de Crédito,Enviado,51,5,33.68
338,2365,2022-09-15,Pix,Entregue,268,15,43.86
339,3707,2025-02-25,Boleto,Entregue,257,0,8.06
340,4821,2026-02-07,Pix,Entregue,259,20,28.49
341,2494,2023-02-04,Pix,Entregue,71,5,17.08
342,1148,2024-03-23,Cartão de Crédito,Entregue,71,0,22.05
343,3125,2023-10-03,Cartão de Crédito,Entregue,108,25,21.9
344,2741,2023-11-07,Pix,Pendente,257,10,36.84
345,2464,2025-04-04,Pix,Pendente,140,10,21.98
346,761,2021-04-13,Cartão de Crédito,Entregue,188,15,15.91
347,4778,2023-08-12,Cartão de Crédito,Entregue,104,30,15.19
348,4391,2025-05-21,Pix,Entregue,261,0,42.72
349,3380,2021-11-30,Pix,Enviado,90,0,28.31
350,2623,2024-09-29,Cartão de Crédito,Entregue,102,30,32.11
351,1622,2022-09-28,Pix,Entregue,167,5,8.45
352,1516,2025-08-19,Cartão de Crédito,Pendente,43,0,32.99
353,845,2023-07-14,Cartão de Crédito,Entregue,252,0,44.37
354,4255,2021-07-30,Pix,Entregue,259,15,16.59
355,933,2022-04-30,Pix,Entregue,182,5,31.74
356,957,2022-05-29,Pix,Pago,257,20,33.13
357,4101,2024-06-25,Cartão de Crédito,Entregue,108,0,14.41
358,447,2023-12-31,Cartão de Crédito,Entregue,188,5,18.24
359,2919,2024-07-15,Cartão de Crédito,Cancelado,61,20,21.72
360,3196,2021-10-07,Cartão de Crédito,Entregue,41,20,23.41
361,3027,2022-06-16,Cartão de Crédito,Entregue,189,25,36.77
362,4724,2026-03-08,Pix,Entregue,147,20,26.27
363,3750,2024-09-09,Cartão de Crédito,Entregue,247,10,15.86
364,4733,2020-04-17,Cartão de Crédito,Entregue,41,25,29.84
365,2904,2022-07-08,Pix,Pendente,155,30,32.26
366,1706,2025-04-25,Cartão de Crédito,Enviado,251,0,42.89
367,4538,2020-03-19,Cartão de Crédito,Entregue,221,0,12.88
368,1610,2023-05-04,Pix,Entregue,114,0,35.7
369,4793,2023-05-16,Cartão de Crédito,Entregue,253,0,44.76
370,3140,2023-04-11,Cartão de Crédito,Cancelado,231,0,23.23
371,2867,2020-04-22,Pix,Entregue,258,0,36.17
372,2228,2022-06-01,Cartão de Débito,Entregue,176,5,43.41
373,4615,2026-02-12,Cartão de Crédito,Cancelado,112,20,26.26
374,4460,2021-01-08,Pix,Entregue,251,0,36.55
375,1324,2020-06-07,Cartão de Débito,Pago,255,0,22.96
376,4934,2020-06-11,Boleto,Enviado,181,10,26.57
377,1618,2020-11-01,Cartão de Crédito,Entregue,47,25,38.98
378,708,2025-07-22,Cartão de Débito,Entregue,259,10,42.27
379,4267,2026-03-25,Pix,Entregue,71,30,25.0
380,616,2022-05-22,Cartão de Crédito,Entregue,264,10,39.83
381,653,2020-06-02,Cartão de Crédito,Entregue,194,20,12.52
382,2327,2020-07-15,Boleto,Entregue,251,0,23.21
383,2822,2023-10-12,Cartão de Débito,Entregue,252,10,41.06
384,533,2025-03-25,Cartão de Crédito,Entregue,236,15,23.76
385,4841,2023-10-27,Cartão de Crédito,Entregue,43,15,21.47
386,708,2025-02-09,Cartão de Débito,Entregue,253,15,8.96
387,351,2020-12-05,Boleto,Entregue,110,5,8.19
388,841,2020-01-22,Cartão de Débito,Entregue,256,0,32.88
389,1171,2026-03-11,Pix,Entregue,251,10,25.43
390,4541,2023-01-02,Pix,Pago,178,0,34.07
391,4347,2021-06-21,Boleto,Entregue,161,15,43.39
392,240,2021-06-06,Pix,Pendente,161,0,31.02
393,2152,2023-03-25,Cartão de Crédito,Enviado,173,0,28.37
394,1819,2023-11-11,Cartão de Crédito,Cancelado,179,5,25.19
395,3643,2022-10-23,Cartão de Débito,Entregue,169,0,19.8
396,4039,2024-03-04,Cartão de Débito,Entregue,232,10,14.9
397,4259,2026-02-03,Cartão de Crédito,Entregue,43,20,25.01
398,355,2020-12-05,Cartão de Crédito,Pendente,41,20,32.56
399,1802,2020-03-24,Cartão de Crédito,Entregue,221,0,31.69
400,1478,2023-08-16,Cartão de Crédito,Entregue,78,5,35.53
401,2712,2023-11-01,Cartão de Crédito,Entregue,189,15,19.67
402,4088,2024-03-31,Pix,Entregue,252,5,16.2
403,2385,2024-01-09,Pix,Entregue,181,0,27.44
404,1146,2024-11-17,Cartão de Crédito,Entregue,49,25,13.84
405,713,2024-07-26,Pix,Entregue,180,5,29.84
406,271,2022-06-01,Pix,Entregue,251,30,36.87
407,1961,2022-09-24,Cartão de Crédito,Entregue,186,0,8.08
408,3087,2021-08-21,Cartão de Crédito,Entregue,183,25,10.37
409,1169,2022-07-18,Pix,Enviado,258,5,13.06
410,3840,2025-03-21,Pix,Entregue,195,10,24.32
411,969,2023-04-26,Cartão de Crédito,Entregue,13,0,42.04
412,2786,2020-08-27,Cartão de Crédito,Enviado,106,0,12.63
413,608,2020-09-02,Cartão de Crédito,Entregue,251,30,33.15
414,1676,2023-10-05,Cartão de Crédito,Entregue,181,15,29.67
415,4234,2023-03-11,Pix,Entregue,83,0,18.58
416,329,2020-04-28,Cartão de Débito,Enviado,11,5,29.08
417,2128,2024-11-26,Cartão de Crédito,Entregue,106,5,12.69
418,4071,2024-08-17,Boleto,Pendente,101,30,13.16
419,249,2024-05-07,Cartão de Crédito,Entregue,71,20,24.47
420,2291,2023-07-18,Cartão de Débito,Entregue,11,15,32.89
421,3365,2022-12-01,Cartão de Crédito,Entregue,225,10,38.12
422,1132,2023-07-13,Pix,Entregue,253,15,22.17
423,1470,2022-08-05,Cartão de Crédito,Entregue,137,5,17.52
424,1525,2021-08-26,Cartão de Crédito,Entregue,112,0,18.61
425,3799,2021-07-14,Pix,Entregue,49,25,8.9
426,3710,2026-03-25,Boleto,Entregue,160,5,15.14
427,3234,2025-06-22,Pix,Entregue,47,5,32.82
428,1242,2020-04-20,Cartão de Débito,Enviado,79,30,18.81
429,3698,2024-04-09,Pix,Cancelado,258,30,30.39
430,2749,2022-11-03,Cartão de Crédito,Pendente,232,0,8.89
431,1763,2024-03-12,Cartão de Débito,Entregue,256,0,41.26
432,4347,2020-09-02,Boleto,Enviado,221,0,18.58
433,2856,2024-07-19,Pix,Entregue,45,15,15.06
434,3753,2023-08-02,Pix,Entregue,101,0,42.12
435,3693,2026-02-26,Boleto,Entregue,181,25,37.24
436,843,2024-11-20,Boleto,Entregue,253,30,44.18
